offerId,ean,notPublishableReason,notPublishableReasonDescription
d9cbd649-dea3-2d3f-e053-1d82090a91e5,0035585747125,PRICE_NOT_COMPETITIVE,Price too high
d9cbd649-deef-2d3f-e053-1d82090a91e5,0035585775234,PRICE_NOT_COMPETITIVE,Price too high
fb0ccb9f-1870-4278-af5c-995c1ec8f191,8716759561496,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
bda93bf2-e23c-417c-84e7-0f76040120e0,8716759557376,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
d48f6a96-53c2-4cc2-85d1-5c5c9627ce97,8716759567153,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
d9caf52a-6637-4136-e053-1d82090a9707,0035585334066,PRICE_NOT_COMPETITIVE,Price too high
d9caf52a-67d1-4136-e053-1d82090a9707,0035585356426,PRICE_NOT_COMPETITIVE,Price too high
d9cbd649-df2f-2d3f-e053-1d82090a91e5,0035585459288,PRICE_NOT_COMPETITIVE,Price too high
d9cbd649-df52-2d3f-e053-1d82090a91e5,0035585447001,PRICE_NOT_COMPETITIVE,Price too high
d9cbd649-df47-2d3f-e053-1d82090a91e5,0035585454061,PRICE_NOT_COMPETITIVE,Price too high
d0d2dd34-1f28-4cb3-b74d-c1d0cfeaa231,8716759579736,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
bbac9fb7-3d24-4c53-b5e0-ea6c1c141a0f,0847922021733,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
c8eba811-b1c6-4da4-aa7e-02c3c2026df3,0847922021016,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
f0ef8310-b8a5-433b-88a8-0feb74a94b73,5060739192358,UNMATCHED_OFFER,For this product essential product information is missing. Go to 'Mijn aanbod' to enrich this product.
72aead83-344c-40fa-9403-8db7d2ead3e4,0035585503462,PRICE_NOT_COMPETITIVE,Price too high
6b29e7bf-d36d-408d-9340-3c6c32c58f9d,4260465491072,INSUFFICIENT_PERMISSIONS,Seller not permitted to sell in this country.
6b29e7bf-d36d-408d-9340-3c6c32c58f9d,4260465491072,MISSING_RIGHTS_CATEGORY_BRAND,Additional sales rights are required.
c4a4ed1d-929d-4876-8628-1ec729aa9be7,4260465491027,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
c4a4ed1d-929d-4876-8628-1ec729aa9be7,4260465491027,INSUFFICIENT_PERMISSIONS,Seller not permitted to sell in this country.
8a1b8d59-5b69-4e47-b8a2-7e7e22c1e663,4150110997571,INSUFFICIENT_PERMISSIONS,Seller not permitted to sell in this country.
8a1b8d59-5b69-4e47-b8a2-7e7e22c1e663,4150110997571,MISSING_RIGHTS_CATEGORY_BRAND,Additional sales rights are required.
